0,abstract,app_name,authors,conclusions,copyrights,doi,journal,keywords,methods,publication_date,pubmed_id,results,title,validation_level
,"Production, marketability and consumer preference of red tilapia often depends upon the intensity of coloration. Hence, new approaches to develop coloration are now geared to improve market acceptability and profit. This study evaluated the effects of carotenoid-rich diets on the phenotypic coloration, carotenoid level, weight gain and expression of coloration-linked genes in skin, fin and muscle tissues. Carotenoids were extracted from dried Daucus carota peel, Ipomoea aquatica leaves, and Moringa oleifera leaves. Eighty (80) size-14 fish were fed with carotenoid-rich treatments twice a day for 120 days. The phenotypic effect of the carotenoid extracts was measured through a color chart. Skin carotenoid level was measured through UV-vis spectrophotometer. csf1ra, Bcdo2 and StAR expression analysis was done using qRT-PCR.
Treatments with carotenoid extracts yielded higher overall scores on phenotypic coloration and tissue carotenoid levels. Differential expression of carotenoid-linked genes such as the elevated expression in csf1ra and lower expression in Bcdo2b following supplementation of the enhanced diet supports the phenotypic redness and increased carotenoid values in red tilapia fed with D. carota peel and I. aquatica leaves.
Overall improvement in the redness of the tilapia was achieved through the supplementation of carotenoid-rich diet derived from readily available plants. Differential expression of coloration-linked genes supports the increase in the intensity of phenotypic coloration and level of carotenoids in the tissues. The study emphasizes the importance of carotenoids in the commercial tilapia industry and highlights the potential of the plant extracts for integration and development of feeds for color enhancement in red tilapia.",['Star Chart'],"[{'lastname': 'Judan Cruz', 'firstname': 'Khristina G', 'initials': 'KG', 'affiliation': 'Department of Biological Sciences, College of Science, Central Luzon State University, Nueva Ecija, Science City of Munoz, Philippines. kjcruz@clsu.edu.ph.'}, {'lastname': 'Landingin', 'firstname': 'Ervee P', 'initials': 'EP', 'affiliation': 'Department of Biological Sciences, College of Science, Central Luzon State University, Nueva Ecija, Science City of Munoz, Philippines.'}, {'lastname': 'Gajeton', 'firstname': 'Maureen B', 'initials': 'MB', 'affiliation': 'Department of Biological Sciences, College of Science, Central Luzon State University, Nueva Ecija, Science City of Munoz, Philippines.'}, {'lastname': 'Fernando', 'firstname': 'Somar Israel D', 'initials': 'SID', 'affiliation': 'Department of Biological Sciences, College of Science, Central Luzon State University, Nueva Ecija, Science City of Munoz, Philippines.'}, {'lastname': 'Watanabe', 'firstname': 'Kozo', 'initials': 'K', 'affiliation': 'Department of Civil and Environmental Engineering, Ehime University, Bunkyo-cho 3, Matsuyama, 790-8577, Japan.\nCenter for Marine Environmental Studies (CMES), Ehime University, Bunkyo-cho 2-5, Matsuyama, Ehime, 790-8577, Japan.'}]",,© 2021. The Author(s).,10.1186/s12917-021-03006-5,BMC veterinary research,"['Bcdo2', 'Carotenoid level', 'Coloration', 'StAR', 'csf1ra', 'red tilapia']",,2021-09-27,34563199,Treatments with carotenoid extracts yielded higher overall scores on phenotypic coloration and tissue carotenoid levels. Differential expression of carotenoid-linked genes such as the elevated expression in csf1ra and lower expression in Bcdo2b following supplementation of the enhanced diet supports the phenotypic redness and increased carotenoid values in red tilapia fed with D. carota peel and I. aquatica leaves.,Carotenoid coloration and coloration-linked gene expression in red tilapia (Oreochromis sp.) tissues.,13
,"Statin Therapy for Patients with Cardiovascular Disease (SPC) is a Centers for Medicare & Medicaid Services Star measure added to Medicare Part C (Medicare Advantage) plans in 2019 to incentivize statin use for secondary prevention of cardiovascular disease (CVD). The measure assesses statin dispensing and adherence in patients with atherosclerotic CVD (ASCVD). Clinical pharmacists are well-positioned to affect positively a health system's performance on the SPC measure.
To assess the effect of telephone outreach by clinical pharmacists on moderate- or high-intensity statin prescribing in patients with ASCVD.
Patients in managed care health plans who meet the SPC measure criteria and are not currently receiving a moderate- to high-intensity statin therapy were contacted by a clinical pharmacist through telephone outreach. If appropriate, they were prescribed a statin by a clinical pharmacist. The primary outcome measure was the proportion of patients who meet the SPC measure classification and had 1 confirmed prescription fill for a moderate- or high-intensity statin after intervention by a clinical pharmacist.
A total of 84 patients were identified for review and outreach, of whom 35 (41.7%) met the SPC measure criteria. Of these 35 patients, 16 (45.7%) were female and the mean age was 66 years. A total of 22 (62.9%) patients agreed to a statin prescription, and 16 (72.7%) of these patients picked up the prescription within 10 days of prescribing. An additional 4 patients, for a total of 20 (57.1%) of the 35 eligible patients, were eventually dispensed a statin. Healthcare Effectiveness Data and Information Set (HEDIS) vendor data available after the intervention showed a larger SPC measure population than was captured with the health plan's internal report. HEDIS data showed an increase in statin prescribing for patients meeting the SPC measure classification from 24.7% to 56.6% during the study period (
These results indicate that clinical pharmacists who conduct a telephonic population health intervention can achieve a high rate of success in initiating a moderate- to high-intensity statin therapy in patients with ASCVD.",['Star Chart'],"[{'lastname': 'Cornelison', 'firstname': 'Paul', 'initials': 'P', 'affiliation': 'Clinical Pharmacist, Evans Army Community Hospital, and was PGY2 Ambulatory Care Resident, Denver Health Medical Center, during this study.'}, {'lastname': 'Marrs', 'firstname': 'Joel C', 'initials': 'JC', 'affiliation': 'Associate Professor, Department of Clinical Pharmacy, University of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences, Aurora, CO, and was Clinical Pharmacy Specialist, Denver Health Medical Center during this study.'}, {'lastname': 'Anderson', 'firstname': 'Sarah L', 'initials': 'SL', 'affiliation': 'Associate Professor, Department of Clinical Pharmacy, University of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences, and was Clinical Pharmacy Specialist, Denver Health Medical Center during this study.'}]",,"Copyright © 2021 by Engage Healthcare Communications, LLC.",,American health & drug benefits,"['SPC measure', 'atherosclerotic cardiovascular disease', 'clinical pharmacists', 'medication prescribing', 'safety net healthcare system', 'statin therapy', 'telephone intervention']",,2021-07-17,34267861,,Clinical Pharmacist Outreach to Increase Statin Use for Patients with Cardiovascular Disease in a Safety-Net Healthcare System.,13
,"Open globe injury is a frequent and preventable healthcare problem with an annual incidence of 3.5/100,000 worldwide. Management and treatment methods aim to ensure globe integrity. Unfortunately, it is not possible to achieve globe integrity in some of the cases, and these can result in poor visual outcomes.
To evaluate the usability of lamellar scleral graft in the repair of ocular perforations.
This was a retrospective review of 11 patients who underwent lamellar scleral graft surgery for ocular perforation between June 2015 and June 2020. Due to the failure of the repairs when other techniques were used, the perforation zones were sealed with lamellar scleral autografts. The primary measures of the outcomes were globe integrity, postoperative best corrected visual acuity, and intraocular pressure (IOP). Visual acuity was determined using the Snellen eye chart, and IOP was measured using the automated pneumatic tonometry during standard examination.
The participants enrolled in this study included 11 patients who underwent lamellar scleral patch graft between 2015 and 2020. The mean age of the patients was 58.81 ± 16.6 years (range, 16-77), and the mean follow-up period was 12.5 ± 3.8 months (range, 8-20). During the surgery, the perforation zone was treated and no leakage was observed. IOP significantly increased, and visual acuity improved in almost all eyes. The factors that made it necessary to use scleral grafts in patients were star-shaped wounds, delayed presentation, lost corneal / scleral tissue.
Lamellar scleral graft is a method that can be used in the treatment of defective ocular perforation with acceptable complications and provides adequate functional and structural stability. Scleral patch grafting can be considered as an alternative option for surgeons treating a variety of ocular conditions that cause tectonic imbalance or poor cosmesis.",['Star Chart'],"[{'lastname': 'Karaca', 'firstname': 'Umut', 'initials': 'U', 'affiliation': 'Department of Ophthalmology, Faculty of Medicine, Isparta Suleyman Demirel University, Isparta, Turkey. drumutkaraca@gmail.com.'}, {'lastname': 'Usta', 'firstname': 'Gulsah', 'initials': 'G', 'affiliation': 'Department of Ophthalmology, Faculty of Medicine, Isparta Suleyman Demirel University, Isparta, Turkey.'}]",Lamellar scleral graft is a method that can be used in the treatment of defective ocular perforation with acceptable complications and provides adequate functional and structural stability. Scleral patch grafting can be considered as an alternative option for surgeons treating a variety of ocular conditions that cause tectonic imbalance or poor cosmesis.,,"10.1007/s10792-021-01922-x
10.12688/f1000research.9232.1
10.1038/s41433-018-0218-9
10.1016/s0896-1549(02)00004-4
10.1111/ceo.12511
10.1097/ICO.0b013e318038d2e8
10.1097/MD.0000000000015598
10.5693/djo.02.2013.09.003
10.1016/s0002-9394(14)71132-8
10.1038/sj.eye.6702344
10.1097/00004397-199903910-00008
10.1007/s10561-016-9603-4
10.1136/bjo.32.1.54
10.1016/j.survophthal.2003.10.004
10.1097/ICL.0b013e3181c6deb0
10.1016/j.ajoc.2021.101013
10.1136/bjo.2006.092726
10.1007/s10792-013-9883-7
10.1097/ICO.0b013e31815a510e
10.1007/s00417-007-0693-3
10.1097/IJG.0000000000001610
10.1177/1120672120924343",International ophthalmology,"['Lamellar graft', 'Open globe injury', 'Scleral autograft', 'Suturation failure']",,2021-06-28,34176032,"The participants enrolled in this study included 11 patients who underwent lamellar scleral patch graft between 2015 and 2020. The mean age of the patients was 58.81 ± 16.6 years (range, 16-77), and the mean follow-up period was 12.5 ± 3.8 months (range, 8-20). During the surgery, the perforation zone was treated and no leakage was observed. IOP significantly increased, and visual acuity improved in almost all eyes. The factors that made it necessary to use scleral grafts in patients were star-shaped wounds, delayed presentation, lost corneal / scleral tissue.",The usability of lamellar scleral autograft in ocular perforation treatment.,13
,"To investigate changes in retinal thickness, drusen volume, and visual acuity following subthreshold nanosecond laser (SNL) treatment in patients with age-related macular degeneration (ARMD).
Retrospective chart review.
Patients with intermediate ARMD treated with a single session of SNL (2RT®, Ellex R&D Pty Ltd, Adelaide, Australia) were included. Swept-source optical coherence tomography (OCT) imaging (Triton; Topcon Medical Systems, Tokyo, Japan) was performed within 6 months before and after SNL treatment. Retinal layers were segmented using the artificial intelligence-enabled Orion® software (Voxeleron LLC, San Francisco, USA). The macular region was analyzed according to the Early Treatment Diabetic Retinopathy Study map. Mean difference and standard deviation in baseline and post-treatment retinal layer thicknesses are reported.
37 eyes from 25 patients were included in this study (mean age 74.7±9.2 years). An average of 51±6 spots were applied around the macula of each study eye, with a mean spot power of 0.33±0.04mJ. Increases in total retinal thickness were observed within the outer temporal and inferior sectors (P<0.05). Within the annulus, there was an increase in thickness of the sub-retinal pigment epithelial (RPE) space [0.88±2.41μm, P = 0.03], defined between the RPE and Bruch's membrane. An increase in thickness of 1.13±2.55μm (P = 0.01) was also noted in the inferior sector of the photoreceptor complex, defined from the inner and outer segment junction to the RPE. Decreases in thickness were observed within the superior sector of the inner nuclear layer (INL) [-1.08±2.55μm, P = 0.01], and within the annulus of the outer nuclear layer (ONL) [-1.44±3.55μm, P = 0.02].
At 6 months post-SNL treatment, there were sectoral increases in OPL, photoreceptor complex, and sub-RPE space thicknesses and sectoral decreases in INL and ONL thicknesses. This pilot study demonstrates the utility of OCT combined with artificial intelligence-enabled software to track retinal changes that occur following SNL treatment in intermediate ARMD.",['Star Chart'],"[{'lastname': 'Hanna', 'firstname': 'Verina', 'initials': 'V', 'affiliation': 'Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada.\nVitreous Retina Macula Specialists of Toronto, Etobicoke, Ontario, Canada.'}, {'lastname': 'Oakley', 'firstname': 'Jonathan', 'initials': 'J', 'affiliation': 'Voxeleron LLC, Pleasanton, California, United States of America.'}, {'lastname': 'Russakoff', 'firstname': 'Daniel', 'initials': 'D', 'affiliation': 'Voxeleron LLC, Pleasanton, California, United States of America.'}, {'lastname': 'Choudhry', 'firstname': 'Netan', 'initials': 'N', 'affiliation': 'Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada.\nVitreous Retina Macula Specialists of Toronto, Etobicoke, Ontario, Canada.\nDepartment of Ophthalmology & Vision Sciences, University of Toronto, Toronto, Ontario, Canada.'}]",,,10.1371/journal.pone.0250609,PloS one,[],,2021-04-30,33914797,"37 eyes from 25 patients were included in this study (mean age 74.7±9.2 years). An average of 51±6 spots were applied around the macula of each study eye, with a mean spot power of 0.33±0.04mJ. Increases in total retinal thickness were observed within the outer temporal and inferior sectors (P<0.05). Within the annulus, there was an increase in thickness of the sub-retinal pigment epithelial (RPE) space [0.88±2.41μm, P = 0.03], defined between the RPE and Bruch's membrane. An increase in thickness of 1.13±2.55μm (P = 0.01) was also noted in the inferior sector of the photoreceptor complex, defined from the inner and outer segment junction to the RPE. Decreases in thickness were observed within the superior sector of the inner nuclear layer (INL) [-1.08±2.55μm, P = 0.01], and within the annulus of the outer nuclear layer (ONL) [-1.44±3.55μm, P = 0.02].",Effects of subthreshold nanosecond laser therapy in age-related macular degeneration using artificial intelligence (STAR-AI Study).,13
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,"To examine the effect of the Virtual Sprouts intervention, an interactive multiplatform mobile gardening game, on dietary intake and psychosocial determinants of dietary behavior in minority youth.
In this quasi-experimental pilot intervention, 180 third-, fourth-, and fifth-grade students in Los Angeles Unified School District participated in a 3-week program that included three Virtual Sprouts gaming sessions, three in-school lessons, and three in-home activities, using a nutrition- and gardening-focused curriculum. Pre- and postintervention questionnaires were used to assess psychosocial determinants of dietary behavior, including knowledge about and self-efficacy to eat fruits and vegetables (FV). Data were collected on FV, whole grains, fiber, total sugar, added sugar, and energy from sugary beverages through the Block Kids Food Screener (""last week"" version) for Ages 2-17. Repeated measures analysis of covariance models was used for continuous outcomes, controlling for age, sex, ethnicity, school, and free school lunch.
After the intervention, the intervention group (n = 116) compared with the control group (n = 64) had a significantly improved self-efficacy to eat FV score (+1.6% vs. -10.3%, P = 0.01), and an improved self-efficacy to cook FV score (+2.9% vs. -5.0%, P = 0.05). There were no significant differences in dietary intake or self-efficacy to garden scores between intervention and control groups.
The results from this 3-week pilot study suggest that an interactive mobile game with a nutrition- and gardening-focused curriculum can improve psychosocial determinants of dietary behavior in minority youth.",['Kids Educational Game 3 Free'],"[{'lastname': 'Bell', 'firstname': 'Brooke M', 'initials': 'BM', 'affiliation': '1 Department of Preventive Medicine, Keck School of Medicine, University of Southern California , Los Angeles, California.'}, {'lastname': 'Martinez', 'firstname': 'Lauren', 'initials': 'L', 'affiliation': '1 Department of Preventive Medicine, Keck School of Medicine, University of Southern California , Los Angeles, California.'}, {'lastname': 'Gotsis', 'firstname': 'Marientina', 'initials': 'M', 'affiliation': '2 Interactive Media & Games Division, School of Cinematic Arts, University of Southern California , Los Angeles, California.'}, {'lastname': 'Lane', 'firstname': 'H Chad', 'initials': 'HC', 'affiliation': '3 Department of Educational Psychology, University of Illinois at Urbana-Champaign , Champaign, Illinois.'}, {'lastname': 'Davis', 'firstname': 'Jaimie N', 'initials': 'JN', 'affiliation': '4 Department of Nutritional Sciences, University of Texas at Austin , Austin, Texas.'}, {'lastname': 'Antunez-Castillo', 'firstname': 'Luz', 'initials': 'L', 'affiliation': '5 Center for Economic and Social Research, University of Southern California , Los Angeles, California.'}, {'lastname': 'Ragusa', 'firstname': 'Gisele', 'initials': 'G', 'affiliation': '6 Division of Engineering Education, Viterbi School of Engineering, University of Southern California , Los Angeles, California.'}, {'lastname': 'Spruijt-Metz', 'firstname': 'Donna', 'initials': 'D', 'affiliation': '5 Center for Economic and Social Research, University of Southern California , Los Angeles, California.'}]",The results from this 3-week pilot study suggest that an interactive mobile game with a nutrition- and gardening-focused curriculum can improve psychosocial determinants of dietary behavior in minority youth.,,10.1089/g4h.2017.0102,Games for health journal,"['Augmented reality', 'Human computer interaction', 'Mobile gardening game', 'Nutrition', 'Pedagogical agent', 'Self-efficacy']",,2018-02-03,29394102,"After the intervention, the intervention group (n = 116) compared with the control group (n = 64) had a significantly improved self-efficacy to eat FV score (+1.6% vs. -10.3%, P = 0.01), and an improved self-efficacy to cook FV score (+2.9% vs. -5.0%, P = 0.05). There were no significant differences in dietary intake or self-efficacy to garden scores between intervention and control groups.",Virtual Sprouts: A Virtual Gardening Pilot Intervention Increases Self-Efficacy to Cook and Eat Fruits and Vegetables in Minority Youth.,16
